course_id,course_name,semester_range,n_semesters,avg_final_grade,total_students,avg_pass_pct,avg_general_rank,n_general_rank,hist_url,cf_url
00340371,פרויקט תכן לייצור,201501 to 202402,17,89.016,1263,98.838,3.167,12,https://michael-maltsev.github.io/technion-histograms/00340371/,https://cheesefork.cf/?course=00340371&semester=202502
00350026,מבוא יצירתי להנדסת מכונות,201301 to 202501,15,92.039,660,99.705,4.769,13,https://michael-maltsev.github.io/technion-histograms/00350026/,https://cheesefork.cf/?course=00350026&semester=202501
00350188,תורת הבקרה,201402 to 202402,11,74.848,406,89.414,2.500,12,https://michael-maltsev.github.io/technion-histograms/00350188/,https://cheesefork.cf/?course=00350188&semester=202502
00440101,מבוא למערכות תכנה,201201 to 202501,23,79.633,2231,92.292,3.647,34,https://michael-maltsev.github.io/technion-histograms/00440101/,https://cheesefork.cf/?course=00440101&semester=202502
00440102,בטיחות במעבדות חשמל,202501 to 202501,1,0.000,869,97.000,3.362,47,https://michael-maltsev.github.io/technion-histograms/00440102/,https://cheesefork.cf/?course=00440102&semester=202502
00440105,תורת המעגלים החשמליים,201201 to 202402,26,78.894,6953,88.750,4.163,92,https://michael-maltsev.github.io/technion-histograms/00440105/,https://cheesefork.cf/?course=00440105&semester=202502
00440114,מתמטיקה דיסקרטית ח',201602 to 202401,13,76.413,546,94.059,3.500,10,https://michael-maltsev.github.io/technion-histograms/00440114/,https://cheesefork.cf/?course=00440114&semester=202502
00440124,אלקטרוניקה פיסיקלית,201702 to 202501,14,80.923,1082,96.511,1.933,45,https://michael-maltsev.github.io/technion-histograms/00440124/,https://cheesefork.cf/?course=00440124&semester=202502
00440127,יסודות התקני מוליכים למחצה,200902 to 202501,15,79.084,3110,91.906,3.566,53,https://michael-maltsev.github.io/technion-histograms/00440127/,https://cheesefork.cf/?course=00440127&semester=202502
00440131,אותות ומערכות,201801 to 202501,16,80.602,3738,93.749,3.744,78,https://michael-maltsev.github.io/technion-histograms/00440131/,https://cheesefork.cf/?course=00440131&semester=202502
00440137,מעגלים אלקטרוניים,201802 to 202402,13,80.673,2593,93.825,3.548,42,https://michael-maltsev.github.io/technion-histograms/00440137/,https://cheesefork.cf/?course=00440137&semester=202502
00440139,ממירי מתח ממותגים,201901 to 202501,7,82.196,667,92.369,3.950,20,https://michael-maltsev.github.io/technion-histograms/00440139/,https://cheesefork.cf/?course=00440139&semester=202501
00440140,שדות אלקטרומגנטיים,201001 to 202402,27,72.138,3141,86.434,3.294,34,https://michael-maltsev.github.io/technion-histograms/00440140/,https://cheesefork.cf/?course=00440140&semester=202502
