course_id,course_name,semester_range,n_semesters,avg_final_grade,total_students,avg_pass_pct,avg_general_rank,n_general_rank,hist_url,cf_url
016712,מיסעות קשיחות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016712/,https://cheesefork.cf/?course=016712&semester=202301
016713,בקרה אופטימלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016713/,https://cheesefork.cf/?course=016713&semester=202302
016801,חשבון תאום 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016801/,https://cheesefork.cf/?course=016801&semester=202301
016803,מערכות מידע גיאוגרפי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016803/,https://cheesefork.cf/?course=016803&semester=201902
016815,פוטוגרמטריה ספרתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016815/,https://cheesefork.cf/?course=016815&semester=202202
016816,גיאודזיה פיסיקלית 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016816/,https://cheesefork.cf/?course=016816&semester=201701
016817,עיבוד תמונה מתקדם למיפוי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016817/,https://cheesefork.cf/?course=016817&semester=201802
016818,היבטים בקדסטר מודרני,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016818/,https://cheesefork.cf/?course=016818&semester=202302
016819,מיפוי ימי מתקדם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016819/,https://cheesefork.cf/?course=016819&semester=202302
016820,חישה מרחוק למיפוי סביבתי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016820/,https://cheesefork.cf/?course=016820&semester=202302
016826,מיפוי ומדידה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016826/,https://cheesefork.cf/?course=016826&semester=202101
016827,מיסוי מקרקעין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016827/,https://cheesefork.cf/?course=016827&semester=202001
016828,עקרונות בהערכת שווי מקרקעין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016828/,https://cheesefork.cf/?course=016828&semester=202301
016829,סדנה בהערכת שווי מקרקעין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016829/,https://cheesefork.cf/?course=016829&semester=202302
016830,מיפוי גרפי תלת מימדי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016830/,https://cheesefork.cf/?course=016830&semester=202102
016831,גיאו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016831/,https://cheesefork.cf/?course=016831&semester=202202
016832,ניווט ומערכות אינרציאליות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016832/,https://cheesefork.cf/?course=016832&semester=202302
016833,שירותים מבוססי מיקום,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016833/,https://cheesefork.cf/?course=016833&semester=202302
016834,סדנא בפיתוח מערכות מידע גיאוגרפי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016834/,https://cheesefork.cf/?course=016834&semester=202301
016835,היבטים נומריים בפתרון תצלומים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016835/,https://cheesefork.cf/?course=016835&semester=202202
016837,למידת מכונה בהנדסה גיאו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/016837/,https://cheesefork.cf/?course=016837&semester=202301
017001,מערכות אקולוגיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017001/,https://cheesefork.cf/?course=017001&semester=202302
017004,תכן מערכות בקרה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017004/,https://cheesefork.cf/?course=017004&semester=201701
017005,חישת מיקרוגלים במערכות טבעיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017005/,https://cheesefork.cf/?course=017005&semester=201702
017006,עקרונות חישה במערכות טבעיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017006/,https://cheesefork.cf/?course=017006&semester=201802
017008,"כימיה של הקרקע,אגרוכמיקלים וזיהום",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017008/,https://cheesefork.cf/?course=017008&semester=201801
017010,נושאים נבחרים בדינמיקה של רכב,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017010/,https://cheesefork.cf/?course=017010&semester=202102
017012,פיזיקה של סביבה נקבובית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017012/,https://cheesefork.cf/?course=017012&semester=202302
017022,תהליכים ביולוגיים בהנדסת סביבתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017022/,https://cheesefork.cf/?course=017022&semester=202302
017031,חישה מרחוק באקולוגיה וסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017031/,https://cheesefork.cf/?course=017031&semester=202102
017033,מבוא לכמומטריה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017033/,https://cheesefork.cf/?course=017033&semester=202102
017034,"הנדסת רכב, מערכות וביצועים",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017034/,https://cheesefork.cf/?course=017034&semester=202302
017036,מבוא לחקלאות מדייקת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/017036/,https://cheesefork.cf/?course=017036&semester=202302
018002,אתיקה בהנדסה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018002/,https://cheesefork.cf/?course=018002&semester=202301
018101,תכן בנינים רבי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018101/,https://cheesefork.cf/?course=018101&semester=202201
018104,נושאים בה. מבנים: אופטימיזציה טופ,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018104/,https://cheesefork.cf/?course=018104&semester=202302
018116,מבנים מבטון דרוך,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018116/,https://cheesefork.cf/?course=018116&semester=202102
018121,עקרונות היציבות של מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018121/,https://cheesefork.cf/?course=018121&semester=202302
018130,סמינר מתקדם בהנדסת מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018130/,https://cheesefork.cf/?course=018130&semester=202302
018138,גשרי בטון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018138/,https://cheesefork.cf/?course=018138&semester=202101
018139,נושאים באופטימיזציה טכנולוגית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018139/,https://cheesefork.cf/?course=018139&semester=202301
018140,נושאים נבחרים במבני פלדה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018140/,https://cheesefork.cf/?course=018140&semester=202302
018142,תכנון בר קיימא של מבנים ותשתיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018142/,https://cheesefork.cf/?course=018142&semester=202302
018222,נושאים מתקדמים בגלי ים: מתיאוריה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018222/,https://cheesefork.cf/?course=018222&semester=202102
018310,סמינר מתקדם בהנדסת סביבה ומים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018310/,https://cheesefork.cf/?course=018310&semester=202202
018417,חלחול ויציבות מדרונות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018417/,https://cheesefork.cf/?course=018417&semester=202302
018418,מבנים תומכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018418/,https://cheesefork.cf/?course=018418&semester=202202
018423,סמינר מתקדם בגיאוטכניקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018423/,https://cheesefork.cf/?course=018423&semester=202201
018500,בטיחות קרינה בבניינים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018500/,https://cheesefork.cf/?course=018500&semester=202202
018501,הערכת מחזור חיים במערכות הנדסה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018501/,https://cheesefork.cf/?course=018501&semester=202301
018503,שיטות ניסוי מתקדמות בחומרי בניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018503/,https://cheesefork.cf/?course=018503&semester=202202
018504,טכנולוגיה של בניה מבטון טרום,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018504/,https://cheesefork.cf/?course=018504&semester=202302
018506,בצוע וטכנולוגיה של עבודות בטון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018506/,https://cheesefork.cf/?course=018506&semester=202202
018507,סמינר מתקדם במדעי הבנייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018507/,https://cheesefork.cf/?course=018507&semester=202301
018600,ייזום ובדיקת כדאיות פרויקטים הנדס,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018600/,https://cheesefork.cf/?course=018600&semester=202302
018601,ניהול חברת בנייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018601/,https://cheesefork.cf/?course=018601&semester=202301
018603,ניהול פיננסי בחברת בניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018603/,https://cheesefork.cf/?course=018603&semester=202302
018604,ניהול איכות וערך בבניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018604/,https://cheesefork.cf/?course=018604&semester=202002
018616,אספקטים משפטיים בבניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018616/,https://cheesefork.cf/?course=018616&semester=202301
018617,ניהול וביצוע של פרוייקטי בניה תת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018617/,https://cheesefork.cf/?course=018617&semester=202102
018623,סמינר מתקדם בניהול הבנייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018623/,https://cheesefork.cf/?course=018623&semester=202302
018624,סדנא בייזום פרויקטים הנדסיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018624/,https://cheesefork.cf/?course=018624&semester=202002
018703,סמינר מתקדם בהנדסת תחבורה ודרכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018703/,https://cheesefork.cf/?course=018703&semester=202301
018704,מערכות מתקדמות בתחבורה ציבורית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018704/,https://cheesefork.cf/?course=018704&semester=202202
018706,תכנון תחבורה מבוסס פעילויות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018706/,https://cheesefork.cf/?course=018706&semester=202002
018707,הערכת פרוייקטים תחבורתיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018707/,https://cheesefork.cf/?course=018707&semester=202302
018708,מודלים מתקדמים לניתוח ביקושים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018708/,https://cheesefork.cf/?course=018708&semester=202302
018709,מודלים בסימולצית תעבורה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018709/,https://cheesefork.cf/?course=018709&semester=202301
018710,הנדסת מערכות אזרחיות וערים חכמות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018710/,https://cheesefork.cf/?course=018710&semester=202302
018812,חשבון תאום 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018812/,https://cheesefork.cf/?course=018812&semester=202201
018814,אנליזה של רשתות גיאודטיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018814/,https://cheesefork.cf/?course=018814&semester=202301
018816,אנליזה טופוגרפית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018816/,https://cheesefork.cf/?course=018816&semester=202202
018817,עיבוד מידע גיאו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018817/,https://cheesefork.cf/?course=018817&semester=202302
018819,חישה מרחוק רב מימדית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018819/,https://cheesefork.cf/?course=018819&semester=202202
018821,סדנה יישומית ב,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018821/,https://cheesefork.cf/?course=018821&semester=202302
018823,גיאודזיה לווינית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018823/,https://cheesefork.cf/?course=018823&semester=202202
018825,ניתוח ספקטראלי בגיאודזיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018825/,https://cheesefork.cf/?course=018825&semester=202201
018826,סמינר מתקדם בלימודי מקרקעין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/018826/,https://cheesefork.cf/?course=018826&semester=202302
019001,יסודות מתמטיים למהנדסים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019001/,https://cheesefork.cf/?course=019001&semester=202301
019003,שיטות נומריות למהנדסים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019003/,https://cheesefork.cf/?course=019003&semester=202301
019004,מבוא למכניקת הרצף,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019004/,https://cheesefork.cf/?course=019004&semester=202302
019006,שיטות כמותיות במערכות הנד. וניהול,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019006/,https://cheesefork.cf/?course=019006&semester=202301
019007,פרקים נבחרים בסטטיסטיקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019007/,https://cheesefork.cf/?course=019007&semester=202302
019054,סמינר בבעיות מתקדמות בהנ.חקלאית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019054/,https://cheesefork.cf/?course=019054&semester=202302
019057,סמינר בהנדסת סביבה ומים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019057/,https://cheesefork.cf/?course=019057&semester=202302
019058,נושאים מתקדמים במים קרקע וסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019058/,https://cheesefork.cf/?course=019058&semester=202302
019062,מודלים וסימולציה של מערכות טבעיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019062/,https://cheesefork.cf/?course=019062&semester=202202
019136,תכן אופטימלי של מבנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019136/,https://cheesefork.cf/?course=019136&semester=202102
019141,דינמיקה של מיבנים 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019141/,https://cheesefork.cf/?course=019141&semester=202301
019145,נושאים נבחרים בבטון מזויין,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019145/,https://cheesefork.cf/?course=019145&semester=202301
019148,נושאים מתקדמים בקונסטרוקציות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019148/,https://cheesefork.cf/?course=019148&semester=202101
019149,מכניקה של חומרים רכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019149/,https://cheesefork.cf/?course=019149&semester=202301
019206,הנדסת מערכות משאבי מים 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019206/,https://cheesefork.cf/?course=019206&semester=202302
019309,טיפול מתקדם במים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019309/,https://cheesefork.cf/?course=019309&semester=202202
019310,טיפול מתקדם בשפכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019310/,https://cheesefork.cf/?course=019310&semester=202302
019315,סמינר בהנדסת הסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019315/,https://cheesefork.cf/?course=019315&semester=202302
019318,כימיה של הסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019318/,https://cheesefork.cf/?course=019318&semester=202301
019324,עקרונות התברואה של מים ושפכים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019324/,https://cheesefork.cf/?course=019324&semester=202302
019326,טיפול בפסולת מוצקת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019326/,https://cheesefork.cf/?course=019326&semester=202302
019335,אירוסולים באטמוספירה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019335/,https://cheesefork.cf/?course=019335&semester=202202
019340,נושאים מתקדמים בהנדסת הסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019340/,https://cheesefork.cf/?course=019340&semester=202302
019341,נושאים מתקדמים במדעי איכות הסביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019341/,https://cheesefork.cf/?course=019341&semester=202202
019424,אספקטים גיאוטכניים של רעידות אדמה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019424/,https://cheesefork.cf/?course=019424&semester=202201
019427,חוקים קונסטיטוטיביים בגיאומכניקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019427/,https://cheesefork.cf/?course=019427&semester=202202
019430,ביסוס,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019430/,https://cheesefork.cf/?course=019430&semester=202101
019431,מנהור בקרקעות רכות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019431/,https://cheesefork.cf/?course=019431&semester=202301
019432,מכניקת מבנים טמונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019432/,https://cheesefork.cf/?course=019432&semester=202102
019512,פרקים מתקדמים במערכות צמנטיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019512/,https://cheesefork.cf/?course=019512&semester=202301
019520,נושאים מתקדמים במדעי הבנייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019520/,https://cheesefork.cf/?course=019520&semester=202201
01960001,סמינר במתמטיקה שימושית 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/01960001/,https://cheesefork.cf/?course=01960001&semester=202401
01960012,שיטות אנליטיות במיש. דיפ.,,0,,,,4.000,1,https://michael-maltsev.github.io/technion-histograms/01960012/,https://cheesefork.cf/?course=01960012&semester=202502
01960013,אנליזה נומרית,202301 to 202301,1,92.643,14,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/01960013/,https://cheesefork.cf/?course=01960013&semester=202501
01960014,למידה עמוקה ותורת הקירובים,202102 to 202402,3,94.598,98,98.082,4.000,3,https://michael-maltsev.github.io/technion-histograms/01960014/,https://cheesefork.cf/?course=01960014&semester=202502
01960015,חשיפה למחקר במתמטיקה יישומי,,0,,,,4.000,1,https://michael-maltsev.github.io/technion-histograms/01960015/,https://cheesefork.cf/?course=01960015&semester=202501
01960017,נושאים בלמידה עמוקה על גרפים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/01960017/,https://cheesefork.cf/?course=01960017&semester=202502
019606,ניתוח כלכלי של פרויקטים ציבוריים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019606/,https://cheesefork.cf/?course=019606&semester=202002
019615,מערכות בניה מתועשת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019615/,https://cheesefork.cf/?course=019615&semester=202002
019619,בנייה רזה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019619/,https://cheesefork.cf/?course=019619&semester=202202
019621,נושאים מתקדמים בניהול הבניה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019621/,https://cheesefork.cf/?course=019621&semester=202101
019624,ניהול פרוייקטי בניה בשלב היזום,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019624/,https://cheesefork.cf/?course=019624&semester=202302
019625,ניהול פרוייקטים בסביבה דינמית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019625/,https://cheesefork.cf/?course=019625&semester=202301
019627,מדול מידע בניין מתקדם בתכן בביצוע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019627/,https://cheesefork.cf/?course=019627&semester=202302
01970008,נושאים נבחרים במתמטיקה שימושית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/01970008/,https://cheesefork.cf/?course=01970008&semester=202401
01970009,נושאים נבחרים במתמטיקה שימושית 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/01970009/,https://cheesefork.cf/?course=01970009&semester=202501
01970010,נושאים נבחרים במתמטיקה שימושית 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/01970010/,https://cheesefork.cf/?course=01970010&semester=202501
01970011,נושאים נבחרים במתמטיקה שימושית 4,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/01970011/,https://cheesefork.cf/?course=01970011&semester=202402
01970014,נושאים נבחרים ברשתות קונבולוציה,,0,,,,1.500,2,https://michael-maltsev.github.io/technion-histograms/01970014/,https://cheesefork.cf/?course=01970014&semester=202402
019702,תכן מתקדם של מיסעות כפיפות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019702/,https://cheesefork.cf/?course=019702&semester=202202
019704,מעבדה לחמרי מבנה דרכים 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019704/,https://cheesefork.cf/?course=019704&semester=202302
019705,מעבדה לחמרי מבנה דרכים 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019705/,https://cheesefork.cf/?course=019705&semester=202302
019707,טכנולוגיות מתקדמות בסלילת מיסעות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019707/,https://cheesefork.cf/?course=019707&semester=202301
019709,ניתוח רשתות תחבורה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019709/,https://cheesefork.cf/?course=019709&semester=202102
019710,מודלים לניתוח ביקושים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019710/,https://cheesefork.cf/?course=019710&semester=202301
019714,הנדסת תעבורה מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019714/,https://cheesefork.cf/?course=019714&semester=202302
019718,בקרת תנועה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019718/,https://cheesefork.cf/?course=019718&semester=202302
019719,הנדסת אנוש במערכת התעבורה 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019719/,https://cheesefork.cf/?course=019719&semester=202301
019725,נושאים מתקדמים בהנדסת תחבורה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019725/,https://cheesefork.cf/?course=019725&semester=202201
01980000,שיטות אסימפטוטיות,202302 to 202401,2,93.000,31,96.935,5.000,2,https://michael-maltsev.github.io/technion-histograms/01980000/,https://cheesefork.cf/?course=01980000&semester=202502
019813,נוש. מתקדמים במפוי וגאואינפורמציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019813/,https://cheesefork.cf/?course=019813&semester=202102
019814,יישומים מתקד' בפוטוגרמטר' אנליטית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/019814/,https://cheesefork.cf/?course=019814&semester=202302
02040000,מבוא לאדריכלות נוף,201501 to 202401,9,84.381,616,97.836,,0,https://michael-maltsev.github.io/technion-histograms/02040000/,https://cheesefork.cf/?course=02040000&semester=202501
02040003,נושאים נבחרים באדריכלות נוף 1,201601 to 201601,1,93.051,39,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040003/,https://cheesefork.cf/?course=02040003&semester=202501
02040004,מבוא למבנה ופרטי גן,201702 to 202102,5,86.876,146,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/02040004/,https://cheesefork.cf/?course=02040004&semester=202502
02040006,צמחיה בנוף 1,202002 to 202102,2,93.000,63,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/02040006/,https://cheesefork.cf/?course=02040006&semester=202502
02040007,צמחיה בנוף 3: תכנון צמחיה במרחב פתוח,202001 to 202201,3,85.507,73,100.000,4.000,1,https://michael-maltsev.github.io/technion-histograms/02040007/,https://cheesefork.cf/?course=02040007&semester=202501
02040060,תכנון נוף 10,202002 to 202102,2,85.031,64,97.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/02040060/,https://cheesefork.cf/?course=02040060&semester=202502
02040061,תכנון נוף 20,202001 to 202201,3,84.942,87,98.805,,0,https://michael-maltsev.github.io/technion-histograms/02040061/,https://cheesefork.cf/?course=02040061&semester=202501
02040062,תכנון נוף 30,202002 to 202102,2,85.590,56,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040062/,https://cheesefork.cf/?course=02040062&semester=202402
02040063,תכנון נוף 40,202001 to 202201,3,87.186,75,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040063/,https://cheesefork.cf/?course=02040063&semester=202501
02040064,תכנון נוף 50,202002 to 202202,2,85.841,44,100.000,2.000,2,https://michael-maltsev.github.io/technion-histograms/02040064/,https://cheesefork.cf/?course=02040064&semester=202502
02040065,תכנון נוף 60,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040065/,https://cheesefork.cf/?course=02040065&semester=202501
02040066,תכנון נוף 70,202302 to 202302,1,85.893,28,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040066/,https://cheesefork.cf/?course=02040066&semester=202502
02040090,תולדות אדריכלות נוף 1,201601 to 202201,6,83.446,168,98.167,,0,https://michael-maltsev.github.io/technion-histograms/02040090/,https://cheesefork.cf/?course=02040090&semester=202501
02040094,תולדות אדריכלות נוף 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040094/,https://cheesefork.cf/?course=02040094&semester=202502
02040150,מבוא לאקולוגיה של הנוף,201502 to 202202,7,85.604,190,99.021,4.000,1,https://michael-maltsev.github.io/technion-histograms/02040150/,https://cheesefork.cf/?course=02040150&semester=202502
02040152,הכרת נופים,201802 to 202302,3,85.420,50,98.080,,0,https://michael-maltsev.github.io/technion-histograms/02040152/,https://cheesefork.cf/?course=02040152&semester=202502
02040202,צמחיה בנוף 2:יסודות תכנון בצמחיה,201601 to 202102,5,81.815,124,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040202/,https://cheesefork.cf/?course=02040202&semester=202502
02040204,מבוא למערכות מידע גיאוגרפי,201801 to 202201,5,94.413,172,99.424,,0,https://michael-maltsev.github.io/technion-histograms/02040204/,https://cheesefork.cf/?course=02040204&semester=202501
02040401,מבנה ופרטי גנים 2,201802 to 202102,4,85.196,97,99.052,,0,https://michael-maltsev.github.io/technion-histograms/02040401/,https://cheesefork.cf/?course=02040401&semester=202502
02040406,תורת המבנה לאדריכלי נוף,201601 to 202202,5,90.345,114,100.000,5.000,1,https://michael-maltsev.github.io/technion-histograms/02040406/,https://cheesefork.cf/?course=02040406&semester=202502
02040407,מבנה ופרטי גן 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040407/,https://cheesefork.cf/?course=02040407&semester=202501
02040408,מבנה ופרטי גן 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040408/,https://cheesefork.cf/?course=02040408&semester=202501
02040409,קריאות בנוף,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040409/,https://cheesefork.cf/?course=02040409&semester=202501
02040626,אדריכלות נוף חוקרת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040626/,https://cheesefork.cf/?course=02040626&semester=202501
02040652,ייצוג נוף,202202 to 202202,1,89.385,26,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040652/,https://cheesefork.cf/?course=02040652&semester=202501
02040712,פרויקט/נושא מיוחד באדר.נוף,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040712/,https://cheesefork.cf/?course=02040712&semester=202501
02040716,פרויקט/נושא מיוחד באדר.נוף,201901 to 201901,1,89.471,17,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040716/,https://cheesefork.cf/?course=02040716&semester=202501
02040720,נושאים נבחרים.פרויקט מיוחד באדריכלות נוף 55 ב',202001 to 202201,2,89.316,38,100.000,,0,https://michael-maltsev.github.io/technion-histograms/02040720/,https://cheesefork.cf/?course=02040720&semester=202401
02040724,סיור לימודי באדריכלות נוף 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040724/,https://cheesefork.cf/?course=02040724&semester=202501
02040725,סיור לימודי באדריכלות נוף 4,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/02040725/,https://cheesefork.cf/?course=02040725&semester=202401
02050000,מבוא לשימור,202001 to 202302,6,87.795,414,100.000,2.000,2,https://michael-maltsev.github.io/technion-histograms/02050000/,https://cheesefork.cf/?course=02050000&semester=202502
02050012,מבוא לחברה ורוח בארכיטקטורה,201501 to 202501,10,84.041,954,99.701,,0,https://michael-maltsev.github.io/technion-histograms/02050012/,https://cheesefork.cf/?course=02050012&semester=202501
