course_id,course_name,semester_range,n_semesters,avg_final_grade,total_students,avg_pass_pct,avg_general_rank,n_general_rank,hist_url,cf_url
094600,סמינר במדעי הקוגניציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094600/,https://cheesefork.cf/?course=094600&semester=202302
094700,מבוא להנדסת נתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094700/,https://cheesefork.cf/?course=094700&semester=202302
094701,פרויקט מחקרי 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094701/,https://cheesefork.cf/?course=094701&semester=202302
094702,פרויקט מחקרי 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094702/,https://cheesefork.cf/?course=094702&semester=202302
094703,פרויקט מחקרי 3,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094703/,https://cheesefork.cf/?course=094703&semester=202302
094704,סדנת תכנות בשפת סי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094704/,https://cheesefork.cf/?course=094704&semester=202301
094814,היבטים משפטיים ופיננסים ביזמות טכ,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094814/,https://cheesefork.cf/?course=094814&semester=202002
094815,הכנת תכנית עסקית מלאה למסחור,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094815/,https://cheesefork.cf/?course=094815&semester=202203
094816,שיווק למיזמים טכנולוגיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094816/,https://cheesefork.cf/?course=094816&semester=201902
094820,מבוא לחשבונאות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094820/,https://cheesefork.cf/?course=094820&semester=202302
094821,חשבונאות פיננסית וניהולית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094821/,https://cheesefork.cf/?course=094821&semester=201702
094822,חשבונאות ניהולית מתקדמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094822/,https://cheesefork.cf/?course=094822&semester=201801
094825,בקרת עלויות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094825/,https://cheesefork.cf/?course=094825&semester=201802
094851,משחק מנהלים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/094851/,https://cheesefork.cf/?course=094851&semester=201801
095111,תכן מערכות ייצור,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095111/,https://cheesefork.cf/?course=095111&semester=202301
095112,מדידת ביצועים ושיפור שיטות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095112/,https://cheesefork.cf/?course=095112&semester=201801
095113,איכות פריון ותחזוקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095113/,https://cheesefork.cf/?course=095113&semester=202302
095120,סמינר במע. ייצור ושרות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095120/,https://cheesefork.cf/?course=095120&semester=201802
095140,תכנון פרויקטים וניהולם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095140/,https://cheesefork.cf/?course=095140&semester=202301
095142,מבוא לניהול פרויקטים ר',,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095142/,https://cheesefork.cf/?course=095142&semester=201701
095190,פרויקט תכן בהנדסת חוויית המשתמש,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095190/,https://cheesefork.cf/?course=095190&semester=201802
095219,כתיבת תוכנה ללמידת מכונה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095219/,https://cheesefork.cf/?course=095219&semester=202302
095280,פרויקט תכן בלמידה חישובית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095280/,https://cheesefork.cf/?course=095280&semester=202302
095290,פרויקט נתוני עתק והתנהגות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095290/,https://cheesefork.cf/?course=095290&semester=201901
095295,שיטות אלגבריות בהנדסת נתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095295/,https://cheesefork.cf/?course=095295&semester=202201
095296,שיטות אלגבריות בהנדסת נתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095296/,https://cheesefork.cf/?course=095296&semester=202301
095334,סימולציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095334/,https://cheesefork.cf/?course=095334&semester=202301
095420,מערכי תקינה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095420/,https://cheesefork.cf/?course=095420&semester=201801
095605,מבוא לפסיכולוגיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095605/,https://cheesefork.cf/?course=095605&semester=202302
095622,מבוא למדעי המוח הקוגניטיביים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/095622/,https://cheesefork.cf/?course=095622&semester=202302
096120,הנדסת איכות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096120/,https://cheesefork.cf/?course=096120&semester=202301
096121,הנדסת אמינות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096121/,https://cheesefork.cf/?course=096121&semester=202002
096122,סמינר באנליזה של רשתות בריאות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096122/,https://cheesefork.cf/?course=096122&semester=202302
096124,תיכון לייצוריות ולהרכבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096124/,https://cheesefork.cf/?course=096124&semester=201902
096125,אבטחת איכות יישומית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096125/,https://cheesefork.cf/?course=096125&semester=201801
096200,כלים מתמטיים למדעי הנתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096200/,https://cheesefork.cf/?course=096200&semester=202302
096202,מבוא לניתוח נתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096202/,https://cheesefork.cf/?course=096202&semester=201902
096208,בינה מלאכותית ומערכות אוטונומיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096208/,https://cheesefork.cf/?course=096208&semester=202302
096210,יסודות בינה מלאכותית ויישומיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096210/,https://cheesefork.cf/?course=096210&semester=202302
096211,מודלים למסחר אלקטרוני,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096211/,https://cheesefork.cf/?course=096211&semester=202302
096212,מודלים גרפים הסתברותיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096212/,https://cheesefork.cf/?course=096212&semester=202302
096215,סמינר במערכות מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096215/,https://cheesefork.cf/?course=096215&semester=202301
096220,מערכות עיבוד מאורעות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096220/,https://cheesefork.cf/?course=096220&semester=201701
096222,"שפה, חישוביות וקוגניציה",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096222/,https://cheesefork.cf/?course=096222&semester=202302
096224,ניהול מידע מבוזר,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096224/,https://cheesefork.cf/?course=096224&semester=202302
096226,"חישוב, תורת המשחקים וכלכלה",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096226/,https://cheesefork.cf/?course=096226&semester=202302
096231,מודלים מתמטיים באחזור מידע מתקדם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096231/,https://cheesefork.cf/?course=096231&semester=202301
096232,אתיקה של נתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096232/,https://cheesefork.cf/?course=096232&semester=202302
096235,מערכות נבונות אינטראקטיביות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096235/,https://cheesefork.cf/?course=096235&semester=202301
096240,תכן מערכות זמן אמת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096240/,https://cheesefork.cf/?course=096240&semester=201702
096244,מתודולוגיות מחקר בעיבוד שפה טבעית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096244/,https://cheesefork.cf/?course=096244&semester=202302
096250,מערכות מידע מבוזרות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096250/,https://cheesefork.cf/?course=096250&semester=202301
096255,פיתוח מערכות מבוססות מארג,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096255/,https://cheesefork.cf/?course=096255&semester=202002
096260,נושאים מתקדמים במערכות מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096260/,https://cheesefork.cf/?course=096260&semester=202102
096261,נושאים נבחרים במערכות מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096261/,https://cheesefork.cf/?course=096261&semester=202102
096262,אחזור מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096262/,https://cheesefork.cf/?course=096262&semester=202302
096264,תיכון ועיצוב מנשקי משתמש,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096264/,https://cheesefork.cf/?course=096264&semester=201802
096265,אלגוריתמים בלוגיקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096265/,https://cheesefork.cf/?course=096265&semester=202301
096266,חווית משתמש במער. אינטראקטיביו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096266/,https://cheesefork.cf/?course=096266&semester=202302
096275,הגורם האנושי באיסוף נתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096275/,https://cheesefork.cf/?course=096275&semester=202301
096290,נושאים נבחרים בהנדסת נתונים ומידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096290/,https://cheesefork.cf/?course=096290&semester=202201
096291,מסחר אלגוריתמי בתדירות גבוהה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096291/,https://cheesefork.cf/?course=096291&semester=202302
096292,שיטות חיזוי בפינטק,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096292/,https://cheesefork.cf/?course=096292&semester=202302
096293,למידה חישובית בבחירת תיק השקעות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096293/,https://cheesefork.cf/?course=096293&semester=202202
096310,תהליכים אקראיים ושימושיהם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096310/,https://cheesefork.cf/?course=096310&semester=202101
096311,תיאוריה ואלגוריתמים לאופטימיזציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096311/,https://cheesefork.cf/?course=096311&semester=202301
096324,הנדסת מערכות שירות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096324/,https://cheesefork.cf/?course=096324&semester=202302
096326,אלגוריתמים בתזמון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096326/,https://cheesefork.cf/?course=096326&semester=201701
096327,מודלים לא לינאריים בחקר ביצועים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096327/,https://cheesefork.cf/?course=096327&semester=202302
096328,ניתוח החלטות כמותי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096328/,https://cheesefork.cf/?course=096328&semester=201802
096335,אופטימיזציה בתנאי אי ודאות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096335/,https://cheesefork.cf/?course=096335&semester=202202
096336,שיטות אופטימיזציה בלמידת מכונה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096336/,https://cheesefork.cf/?course=096336&semester=202302
096350,קירובים באופטימיזציה קומבינטורית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096350/,https://cheesefork.cf/?course=096350&semester=202002
096351,שיטות פוליהדרליות לתכנות בשלמים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096351/,https://cheesefork.cf/?course=096351&semester=202302
096400,נושאים נבחרים בסטטיסטיקה והסתברות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096400/,https://cheesefork.cf/?course=096400&semester=202201
096401,נושאים נבחרים בסטטיסטיקה והסתברות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096401/,https://cheesefork.cf/?course=096401&semester=202202
096411,למידה חישובית 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096411/,https://cheesefork.cf/?course=096411&semester=202302
096412,ניהול וכריית תהליכים עסקיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096412/,https://cheesefork.cf/?course=096412&semester=202302
096414,סטטיסטיקה תעשייתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096414/,https://cheesefork.cf/?course=096414&semester=202301
096415,נושאים ברגרסיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096415/,https://cheesefork.cf/?course=096415&semester=202101
096425,סדרות עתיות וחיזוי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096425/,https://cheesefork.cf/?course=096425&semester=202301
096450,השוואות מרובות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096450/,https://cheesefork.cf/?course=096450&semester=202301
096470,מודלים סמי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096470/,https://cheesefork.cf/?course=096470&semester=202201
096475,תכנון ניסויים וניתוחם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096475/,https://cheesefork.cf/?course=096475&semester=202302
096501,כלכלה למהנדסי מערכות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096501/,https://cheesefork.cf/?course=096501&semester=202301
096502,מימון חברות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096502/,https://cheesefork.cf/?course=096502&semester=201802
096520,תאוריה מיקרו כלכלית 1,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096520/,https://cheesefork.cf/?course=096520&semester=202001
096530,תאוריה מיקרו כלכלית 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096530/,https://cheesefork.cf/?course=096530&semester=202002
096531,שיטות מתמטיות בכלכלה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096531/,https://cheesefork.cf/?course=096531&semester=202002
096537,כלכלת מגזר השירות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096537/,https://cheesefork.cf/?course=096537&semester=201801
096540,תיאוריה מיקרו,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096540/,https://cheesefork.cf/?course=096540&semester=201701
096553,כלכלת סביבה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096553/,https://cheesefork.cf/?course=096553&semester=202301
096555,כלכלת סקטור ציבורי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096555/,https://cheesefork.cf/?course=096555&semester=201802
096556,שוקי אופציות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096556/,https://cheesefork.cf/?course=096556&semester=202302
096570,תורת המשחקים והתנהגות כלכלית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096570/,https://cheesefork.cf/?course=096570&semester=202302
096572,נושאים מתקדמים בתורת המשחקים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096572/,https://cheesefork.cf/?course=096572&semester=202002
096573,תורת המכרזים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096573/,https://cheesefork.cf/?course=096573&semester=202001
096575,משחקים לא,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096575/,https://cheesefork.cf/?course=096575&semester=201801
096576,למידה וסיבוכיות בתורת המשחקים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096576/,https://cheesefork.cf/?course=096576&semester=202302
096578,בחירה חברתית והחלטות משותפות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096578/,https://cheesefork.cf/?course=096578&semester=202301
096580,נושאים נבחרים בהנדסה פיננסית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096580/,https://cheesefork.cf/?course=096580&semester=201801
096581,נושאים נבחרים בכלכלה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096581/,https://cheesefork.cf/?course=096581&semester=201701
096582,נושאים מתקדמים בכלכלה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096582/,https://cheesefork.cf/?course=096582&semester=202302
096586,אקונומטריקה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096586/,https://cheesefork.cf/?course=096586&semester=201902
096589,אקונומטריקה למתקדמים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096589/,https://cheesefork.cf/?course=096589&semester=202302
096600,התנהגות ארגונית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096600/,https://cheesefork.cf/?course=096600&semester=202302
096602,נושאים נבחרים במדעי ההתנהגות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096602/,https://cheesefork.cf/?course=096602&semester=202102
096606,כלכלה התנהגותית בסביבה טכנולוגית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096606/,https://cheesefork.cf/?course=096606&semester=202302
096609,מודלים כמותיים במדעי ההתנהגות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096609/,https://cheesefork.cf/?course=096609&semester=202301
096617,חשיבה וקבלת החלטות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096617/,https://cheesefork.cf/?course=096617&semester=202302
096620,הנדסת גורמי אנוש,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096620/,https://cheesefork.cf/?course=096620&semester=202301
096622,זהות ותהליכים קבוצתיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096622/,https://cheesefork.cf/?course=096622&semester=202302
096625,הצגת מידע חזותי וקוגניציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096625/,https://cheesefork.cf/?course=096625&semester=202302
096631,שיטות אימון והדרכה לכישורים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096631/,https://cheesefork.cf/?course=096631&semester=201901
096644,סמינר מחקרי בפסיכולוגיה סביבתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096644/,https://cheesefork.cf/?course=096644&semester=202302
096690,כלכלה התנהגותית: למידה וארגונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096690/,https://cheesefork.cf/?course=096690&semester=202302
096692,נתוני עתק בחקר מדעי ההתנהגות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096692/,https://cheesefork.cf/?course=096692&semester=202202
096693,רשתות פסיכולוגיות וקוגניטיביות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096693/,https://cheesefork.cf/?course=096693&semester=202302
096694,מטה קוגניציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096694/,https://cheesefork.cf/?course=096694&semester=202302
096700,התנסות מעשית בארגון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096700/,https://cheesefork.cf/?course=096700&semester=202202
096807,יזמות חברתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096807/,https://cheesefork.cf/?course=096807&semester=202301
096808,נושאים נבחרים בניהול,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096808/,https://cheesefork.cf/?course=096808&semester=202002
096809,נושאים מתקדמים בניהול,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096809/,https://cheesefork.cf/?course=096809&semester=201701
096815,יזמות וקנין רוחני,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096815/,https://cheesefork.cf/?course=096815&semester=201802
096817,ניהול וייזום חדשנות בארגונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096817/,https://cheesefork.cf/?course=096817&semester=202002
096820,מערכות ניהול קשרי לקוחות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096820/,https://cheesefork.cf/?course=096820&semester=202302
096912,מבוא לניהול סיכונים תפעוליים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/096912/,https://cheesefork.cf/?course=096912&semester=201802
097120,נושאים נבחרים בהנדסת תעשיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097120/,https://cheesefork.cf/?course=097120&semester=201802
097121,נושאים מתקדמים בהנדסת תעשיה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097121/,https://cheesefork.cf/?course=097121&semester=201802
097122,ניהול אמינות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097122/,https://cheesefork.cf/?course=097122&semester=202001
097135,מחקר רב תחומי במערכות שירות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097135/,https://cheesefork.cf/?course=097135&semester=202301
097136,בדיקות שמישות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097136/,https://cheesefork.cf/?course=097136&semester=202101
097139,ניהול שרשראות אספקה מתקדם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097139/,https://cheesefork.cf/?course=097139&semester=202302
097140,שיטות מתקדמות בניהול פרויקטים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097140/,https://cheesefork.cf/?course=097140&semester=202302
097151,תכן מתקנים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097151/,https://cheesefork.cf/?course=097151&semester=201901
097200,"למידה עמוקה, תיאוריה ומעשה",,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097200/,https://cheesefork.cf/?course=097200&semester=202201
097209,למידה חישובית 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097209/,https://cheesefork.cf/?course=097209&semester=202301
097210,בינה מלאכותית בסביבות מבוזרות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097210/,https://cheesefork.cf/?course=097210&semester=202002
097211,פרוטוקולי רשת עמידים בתקלות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097211/,https://cheesefork.cf/?course=097211&semester=201902
097215,שיטות בעיבוד שפה טבעית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097215/,https://cheesefork.cf/?course=097215&semester=202301
097216,עיבוד שפה טבעית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097216/,https://cheesefork.cf/?course=097216&semester=202202
097217,סמינר בעיבוד שפה טבעית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097217/,https://cheesefork.cf/?course=097217&semester=202301
097222,ראייה ממוחשבת ויישומיה בחדר ניתוח,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097222/,https://cheesefork.cf/?course=097222&semester=202302
097225,שיטות פרטובציה בלמידה ממוכנת,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097225/,https://cheesefork.cf/?course=097225&semester=202301
097230,מתודולוגיות לפיתוח מערכות מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097230/,https://cheesefork.cf/?course=097230&semester=202001
097240,ניתוח אירועים בהנדסת מערכות מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097240/,https://cheesefork.cf/?course=097240&semester=201901
097244,רובוטים קוגניטיביים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097244/,https://cheesefork.cf/?course=097244&semester=202302
097245,תכנון מנגנונים למדעי הנתונים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097245/,https://cheesefork.cf/?course=097245&semester=202201
097246,מודלי חישוב חברתי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097246/,https://cheesefork.cf/?course=097246&semester=202302
097247,אינטרנט של הדברים: טכנולוגיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097247/,https://cheesefork.cf/?course=097247&semester=202301
097248,למידת מכונה ברפואה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097248/,https://cheesefork.cf/?course=097248&semester=202302
097260,נושאים נבחרים בטכנולוגיות מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097260/,https://cheesefork.cf/?course=097260&semester=202201
097272,סמינר בשילוב נתונים באי ודאות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097272/,https://cheesefork.cf/?course=097272&semester=202002
097280,אלגוריתמים בתרחישי אי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097280/,https://cheesefork.cf/?course=097280&semester=202302
097317,תורת המשחקים השיתופיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097317/,https://cheesefork.cf/?course=097317&semester=202301
097324,שיטות אופטימיזציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097324/,https://cheesefork.cf/?course=097324&semester=201702
097325,תיאוריה ושיטות באופטימיזציה דלילה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097325/,https://cheesefork.cf/?course=097325&semester=202201
097328,נושאים מתקדמים בחקר ביצועים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097328/,https://cheesefork.cf/?course=097328&semester=202101
097330,נושאים נבחרים בחקר ביצועים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097330/,https://cheesefork.cf/?course=097330&semester=201702
097334,שיטות אלגבריות לתכנות בשלמים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097334/,https://cheesefork.cf/?course=097334&semester=202201
097400,הסקה סיבתית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097400/,https://cheesefork.cf/?course=097400&semester=202302
097414,סטטיסטיקה 2,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097414/,https://cheesefork.cf/?course=097414&semester=202301
097447,מבוא לחישוביות וסיבוכיות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097447/,https://cheesefork.cf/?course=097447&semester=202302
097449,סטטיסטיקה אי פרמטרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097449/,https://cheesefork.cf/?course=097449&semester=202302
097470,מודלים סמי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097470/,https://cheesefork.cf/?course=097470&semester=202001
097510,מודלים של זמן רציף במימון,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097510/,https://cheesefork.cf/?course=097510&semester=202301
097540,הנדסה פיננסית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097540/,https://cheesefork.cf/?course=097540&semester=202002
097622,מבוא למדעי הקוגניציה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097622/,https://cheesefork.cf/?course=097622&semester=202301
097644,פסיכולוגיה תרבותית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097644/,https://cheesefork.cf/?course=097644&semester=202302
097657,אירגונים ויזמות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097657/,https://cheesefork.cf/?course=097657&semester=201802
097800,עקרונות השיווק,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097800/,https://cheesefork.cf/?course=097800&semester=202302
097910,נ.נ. באינטגרציית אדם,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097910/,https://cheesefork.cf/?course=097910&semester=202301
097920,נושאים בעיבוד שפה טבעית ממחקרי,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097920/,https://cheesefork.cf/?course=097920&semester=202302
097921,נושאים במדעי נתונים והחלטות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097921/,https://cheesefork.cf/?course=097921&semester=202301
097922,נושאים בלמידה עמוקה גיאומטרית,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097922/,https://cheesefork.cf/?course=097922&semester=202302
097950,נושאים נבחרים במשחקים חוזרים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097950/,https://cheesefork.cf/?course=097950&semester=202301
097980,נושאים בפרטיות ואתיקה של מידע,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/097980/,https://cheesefork.cf/?course=097980&semester=202302
098002,יישומים כמותיים בניהול מדעי החיים,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/098002/,https://cheesefork.cf/?course=098002&semester=202101
098113,מחקר בהנדסת תעשייה,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/098113/,https://cheesefork.cf/?course=098113&semester=202101
098120,סמינר מתקדם בהנדסת תעשיה וניהול,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/098120/,https://cheesefork.cf/?course=098120&semester=202301
098123,ניהול פרויקטים להנדסת מערכות,,0,,,,,0,https://michael-maltsev.github.io/technion-histograms/098123/,https://cheesefork.cf/?course=098123&semester=202302
